WEIGHT:	350	FAIRDROP_THF	RX_MISS:	607011307	VPP_INPUT:	653067008	VPP_DROP:	11249601	VPP_OUTPUT	641817409	TOTAL:	1260078315
WEIGHT:	700	FAIRDROP_THF	RX_MISS:	636840525	VPP_INPUT:	619560448	VPP_DROP:	39422590	VPP_OUTPUT	580137860	TOTAL:	1256400973
WEIGHT:	1050	FAIRDROP_THF	RX_MISS:	649178217	VPP_INPUT:	604844288	VPP_DROP:	55347829	VPP_OUTPUT	549496461	TOTAL:	1254022505
WEIGHT:	1400	FAIRDROP_THF	RX_MISS:	648812355	VPP_INPUT:	606496000	VPP_DROP:	49900139	VPP_OUTPUT	556595863	TOTAL:	1255308355
WEIGHT:	1750	FAIRDROP_THF	RX_MISS:	644398056	VPP_INPUT:	611728384	VPP_DROP:	64365803	VPP_OUTPUT	547362583	TOTAL:	1256126440
WEIGHT:	2100	FAIRDROP_THF	RX_MISS:	648825285	VPP_INPUT:	610439168	VPP_DROP:	65714633	VPP_OUTPUT	544724537	TOTAL:	1259264453
WEIGHT:	2450	FAIRDROP_THF	RX_MISS:	650071152	VPP_INPUT:	603316480	VPP_DROP:	53767702	VPP_OUTPUT	549548780	TOTAL:	1253387632
WEIGHT:	2800	FAIRDROP_THF	RX_MISS:	657077719	VPP_INPUT:	598050816	VPP_DROP:	53437822	VPP_OUTPUT	544612996	TOTAL:	1255128535
WEIGHT:	3150	FAIRDROP_THF	RX_MISS:	658412232	VPP_INPUT:	596106496	VPP_DROP:	53338292	VPP_OUTPUT	542768206	TOTAL:	1254518728
WEIGHT:	3500	FAIRDROP_THF	RX_MISS:	658337779	VPP_INPUT:	595054592	VPP_DROP:	53914489	VPP_OUTPUT	541140105	TOTAL:	1253392371
WEIGHT:	3850	FAIRDROP_THF	RX_MISS:	661696802	VPP_INPUT:	591683072	VPP_DROP:	53756793	VPP_OUTPUT	537926281	TOTAL:	1253379874
WEIGHT:	4200	FAIRDROP_THF	RX_MISS:	659310441	VPP_INPUT:	594717184	VPP_DROP:	55912573	VPP_OUTPUT	538804613	TOTAL:	1254027625
WEIGHT:	4550	FAIRDROP_THF	RX_MISS:	656713604	VPP_INPUT:	597339136	VPP_DROP:	62432470	VPP_OUTPUT	534906668	TOTAL:	1254052740
WEIGHT:	4900	FAIRDROP_THF	RX_MISS:	651556143	VPP_INPUT:	603837952	VPP_DROP:	66468402	VPP_OUTPUT	537369552	TOTAL:	1255394095
WEIGHT:	5250	FAIRDROP_THF	RX_MISS:	653271881	VPP_INPUT:	601021696	VPP_DROP:	70350261	VPP_OUTPUT	530671437	TOTAL:	1254293577
WEIGHT:	5600	FAIRDROP_THF	RX_MISS:	646336298	VPP_INPUT:	609157120	VPP_DROP:	79664527	VPP_OUTPUT	529492595	TOTAL:	1255493418
WEIGHT:	5950	FAIRDROP_THF	RX_MISS:	644788666	VPP_INPUT:	609641984	VPP_DROP:	87451081	VPP_OUTPUT	522190905	TOTAL:	1254430650
WEIGHT:	6300	FAIRDROP_THF	RX_MISS:	638130697	VPP_INPUT:	619875840	VPP_DROP:	104547346	VPP_OUTPUT	515328496	TOTAL:	1258006537
WEIGHT:	6650	FAIRDROP_THF	RX_MISS:	626226321	VPP_INPUT:	633639424	VPP_DROP:	126371617	VPP_OUTPUT	507267809	TOTAL:	1259865745
WEIGHT:	7000	FAIRDROP_THF	RX_MISS:	643918940	VPP_INPUT:	613069312	VPP_DROP:	114683574	VPP_OUTPUT	498385740	TOTAL:	1256988252
