350	7.2391e6	7.1144e6
700	6.8684e6	6.4292e6
1050	6.7043e6	6.0908e6
1400	6.7233e6	6.1700e6
1750	6.7805e6	6.0671e6
2100	6.7658e6	6.0375e6
2450	6.6877e6	6.0916e6
2800	6.6298e6	6.0373e6
3150	6.6083e6	6.0169e6
3500	6.5951e6	5.9975e6
3850	6.5601e6	5.9623e6
4200	6.5921e6	5.9723e6
4550	6.6203e6	5.9284e6
4900	6.6942e6	5.9567e6
5250	6.6629e6	5.8824e6
5600	6.7523e6	5.8689e6
5950	6.7585e6	5.7887e6
6300	6.8724e6	5.7122e6
6650	7.0235e6	5.6226e6
7000	6.7948e6	5.5236e6
