WEIGHT:	350	FAIRDROP	RX_MISS:	260270225	VPP_INPUT:	613701632	VPP_DROP:	362959733	VPP_OUTPUT	250741901	TOTAL:	873971857
WEIGHT:	350	NOFAIRDROP	RX_MISS:	363016495	VPP_INPUT:	501058304	VPP_DROP:	0	VPP_OUTPUT	501058306	TOTAL:	864074799
WEIGHT:	350	FAIRDROPLOL	RX_MISS:	311703604	VPP_INPUT:	557879296	VPP_DROP:	253263809	VPP_OUTPUT	304615489	TOTAL:	869582900
WEIGHT:	700	FAIRDROP	RX_MISS:	329926434	VPP_INPUT:	540381696	VPP_DROP:	314728637	VPP_OUTPUT	225653061	TOTAL:	870308130
WEIGHT:	700	NOFAIRDROP	RX_MISS:	407069371	VPP_INPUT:	454970624	VPP_DROP:	0	VPP_OUTPUT	454970626	TOTAL:	862039995
WEIGHT:	700	FAIRDROPLOL	RX_MISS:	388107096	VPP_INPUT:	475681536	VPP_DROP:	170692455	VPP_OUTPUT	304989083	TOTAL:	863788632
WEIGHT:	1050	FAIRDROP	RX_MISS:	306332770	VPP_INPUT:	564456704	VPP_DROP:	300546226	VPP_OUTPUT	263910480	TOTAL:	870789474
WEIGHT:	1050	NOFAIRDROP	RX_MISS:	447539489	VPP_INPUT:	410144000	VPP_DROP:	0	VPP_OUTPUT	410144002	TOTAL:	857683489
WEIGHT:	1050	FAIRDROPLOL	RX_MISS:	383765837	VPP_INPUT:	480364288	VPP_DROP:	178445496	VPP_OUTPUT	301918794	TOTAL:	864130125
WEIGHT:	1400	FAIRDROP	RX_MISS:	374071161	VPP_INPUT:	491816448	VPP_DROP:	219525580	VPP_OUTPUT	272290870	TOTAL:	865887609
WEIGHT:	1400	NOFAIRDROP	RX_MISS:	478227056	VPP_INPUT:	377644288	VPP_DROP:	0	VPP_OUTPUT	377644290	TOTAL:	855871344
WEIGHT:	1400	FAIRDROPLOL	RX_MISS:	402653349	VPP_INPUT:	459476224	VPP_DROP:	152561830	VPP_OUTPUT	306914396	TOTAL:	862129573
WEIGHT:	1750	FAIRDROP	RX_MISS:	341417294	VPP_INPUT:	527138816	VPP_DROP:	273647761	VPP_OUTPUT	253491057	TOTAL:	868556110
WEIGHT:	1750	NOFAIRDROP	RX_MISS:	505423092	VPP_INPUT:	347108608	VPP_DROP:	0	VPP_OUTPUT	347108610	TOTAL:	852531700
WEIGHT:	1750	FAIRDROPLOL	RX_MISS:	450879853	VPP_INPUT:	409446912	VPP_DROP:	102919549	VPP_OUTPUT	306527365	TOTAL:	860326765
WEIGHT:	2100	FAIRDROP	RX_MISS:	357674047	VPP_INPUT:	508241920	VPP_DROP:	233690287	VPP_OUTPUT	274551635	TOTAL:	865915967
WEIGHT:	2100	NOFAIRDROP	RX_MISS:	532459549	VPP_INPUT:	318326784	VPP_DROP:	0	VPP_OUTPUT	318326786	TOTAL:	850786333
WEIGHT:	2100	FAIRDROPLOL	RX_MISS:	416127979	VPP_INPUT:	447027712	VPP_DROP:	129702953	VPP_OUTPUT	317324761	TOTAL:	863155691
WEIGHT:	2450	FAIRDROP	RX_MISS:	383390736	VPP_INPUT:	481748224	VPP_DROP:	160480456	VPP_OUTPUT	321267770	TOTAL:	865138960
WEIGHT:	2450	NOFAIRDROP	RX_MISS:	549139684	VPP_INPUT:	299790592	VPP_DROP:	0	VPP_OUTPUT	299790594	TOTAL:	848930276
WEIGHT:	2450	FAIRDROPLOL	RX_MISS:	441996854	VPP_INPUT:	417909760	VPP_DROP:	72845378	VPP_OUTPUT	345064384	TOTAL:	859906614
WEIGHT:	2800	FAIRDROP	RX_MISS:	408925845	VPP_INPUT:	452957952	VPP_DROP:	120265469	VPP_OUTPUT	332692485	TOTAL:	861883797
WEIGHT:	2800	NOFAIRDROP	RX_MISS:	568220388	VPP_INPUT:	279520000	VPP_DROP:	0	VPP_OUTPUT	279520002	TOTAL:	847740388
