FAIRDROP	350	THROUGHPUT JAIN_FAIRNESS INDEX	0.999999999628	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.999999999625

NOFAIRDROP	350	THROUGHPUT JAIN_FAIRNESS INDEX	0.999999997869	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.999999997869

FAIRDROP	700	THROUGHPUT JAIN_FAIRNESS INDEX	0.900937622101	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.999996177306

NOFAIRDROP	700	THROUGHPUT JAIN_FAIRNESS INDEX	0.999996533635	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.900892892706

FAIRDROP	1050	THROUGHPUT JAIN_FAIRNESS INDEX	0.80163962238	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.999988359594

NOFAIRDROP	1050	THROUGHPUT JAIN_FAIRNESS INDEX	0.999999999873	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.799994605342

FAIRDROP	1400	THROUGHPUT JAIN_FAIRNESS INDEX	0.73665130291	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.999989360559

NOFAIRDROP	1400	THROUGHPUT JAIN_FAIRNESS INDEX	0.999999998625	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.735309508731

FAIRDROP	1750	THROUGHPUT JAIN_FAIRNESS INDEX	0.69338898521	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.999990767072

NOFAIRDROP	1750	THROUGHPUT JAIN_FAIRNESS INDEX	0.999999999522	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.692315433211

FAIRDROP	2100	THROUGHPUT JAIN_FAIRNESS INDEX	0.662538613713	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.999998497426

NOFAIRDROP	2100	THROUGHPUT JAIN_FAIRNESS INDEX	0.999999853213	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.662279740307

FAIRDROP	2450	THROUGHPUT JAIN_FAIRNESS INDEX	0.644182614554	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.999764407325

NOFAIRDROP	2450	THROUGHPUT JAIN_FAIRNESS INDEX	0.999999999916	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.639997589097

FAIRDROP	2800	THROUGHPUT JAIN_FAIRNESS INDEX	0.633421393046	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.99826219133

NOFAIRDROP	2800	THROUGHPUT JAIN_FAIRNESS INDEX	0.999999800669	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.623183484573

FAIRDROP	3150	THROUGHPUT JAIN_FAIRNESS INDEX	0.619816630187	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.997977017128

NOFAIRDROP	3150	THROUGHPUT JAIN_FAIRNESS INDEX	0.999998894778	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.609981460723

FAIRDROP	3500	THROUGHPUT JAIN_FAIRNESS INDEX	0.608130320245	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.997978695036

NOFAIRDROP	3500	THROUGHPUT JAIN_FAIRNESS INDEX	0.99999999659	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.599021235731

FAIRDROP	3850	THROUGHPUT JAIN_FAIRNESS INDEX	0.596532760822	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.998795761829

NOFAIRDROP	3850	THROUGHPUT JAIN_FAIRNESS INDEX	0.999999003253	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.590341185683

FAIRDROP	4200	THROUGHPUT JAIN_FAIRNESS INDEX	0.584692297035	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.999862822519

NOFAIRDROP	4200	THROUGHPUT JAIN_FAIRNESS INDEX	0.999999998948	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.582753325714

FAIRDROP	4550	THROUGHPUT JAIN_FAIRNESS INDEX	0.580757034408	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.999238501321

NOFAIRDROP	4550	THROUGHPUT JAIN_FAIRNESS INDEX	0.999999999084	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.576475162982

FAIRDROP	4900	THROUGHPUT JAIN_FAIRNESS INDEX	0.578640865512	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.997388132556

NOFAIRDROP	4900	THROUGHPUT JAIN_FAIRNESS INDEX	0.999998994098	CLOCKCYCLES JAIN_FAIRNESS INDEX	0.571207230753

