48 Flow Hash:  234546448 Flow Vqueue:  410 Flow Cost:  410
79 Flow Hash:  234546448 Flow Vqueue:  820 Flow Cost:  410
102 Flow Hash:  234546448 Flow Vqueue:  1230 Flow Cost:  410
103 Flow Hash:  234546448 Flow Vqueue:  1640 Flow Cost:  410
119 Flow Hash:  234546448 Flow Vqueue:  2050 Flow Cost:  410
121 Flow Hash:  234546448 Flow Vqueue:  2460 Flow Cost:  410
132 Flow Hash:  234546448 Flow Vqueue:  2870 Flow Cost:  410
167 Flow Hash:  234546448 Flow Vqueue:  3280 Flow Cost:  410
179 Flow Hash:  234546448 Flow Vqueue:  3690 Flow Cost:  410
185 Flow Hash:  234546448 Flow Vqueue:  4100 Flow Cost:  410
193 Flow Hash:  234546448 Flow Vqueue:  4510 Flow Cost:  410
202 Flow Hash:  234546448 Flow Vqueue:  4510 Flow Cost:  410
203 Flow Hash:  234546448 Flow Vqueue:  4510 Flow Cost:  410
211 Flow Hash:  234546448 Flow Vqueue:  4510 Flow Cost:  410
268 Flow Hash:  234546448 Flow Vqueue:  410 Flow Cost:  410
282 Flow Hash:  234546448 Flow Vqueue:  820 Flow Cost:  410
289 Flow Hash:  234546448 Flow Vqueue:  1230 Flow Cost:  410
404 Flow Hash:  234546448 Flow Vqueue:  1640 Flow Cost:  410
409 Flow Hash:  234546448 Flow Vqueue:  2050 Flow Cost:  410
444 Flow Hash:  234546448 Flow Vqueue:  2460 Flow Cost:  410
450 Flow Hash:  234546448 Flow Vqueue:  2870 Flow Cost:  410
451 Flow Hash:  234546448 Flow Vqueue:  3280 Flow Cost:  410
465 Flow Hash:  234546448 Flow Vqueue:  3690 Flow Cost:  410
487 Flow Hash:  234546448 Flow Vqueue:  4100 Flow Cost:  410
491 Flow Hash:  234546448 Flow Vqueue:  4510 Flow Cost:  410
492 Flow Hash:  234546448 Flow Vqueue:  4510 Flow Cost:  410
520 Flow Hash:  234546448 Flow Vqueue:  410 Flow Cost:  410
527 Flow Hash:  234546448 Flow Vqueue:  820 Flow Cost:  410
577 Flow Hash:  234546448 Flow Vqueue:  1230 Flow Cost:  410
591 Flow Hash:  234546448 Flow Vqueue:  1640 Flow Cost:  410
628 Flow Hash:  234546448 Flow Vqueue:  2050 Flow Cost:  410
636 Flow Hash:  234546448 Flow Vqueue:  2460 Flow Cost:  410
643 Flow Hash:  234546448 Flow Vqueue:  2870 Flow Cost:  410
646 Flow Hash:  234546448 Flow Vqueue:  3280 Flow Cost:  410
648 Flow Hash:  234546448 Flow Vqueue:  3690 Flow Cost:  410
660 Flow Hash:  234546448 Flow Vqueue:  4100 Flow Cost:  410
670 Flow Hash:  234546448 Flow Vqueue:  4510 Flow Cost:  410
740 Flow Hash:  234546448 Flow Vqueue:  4510 Flow Cost:  410
750 Flow Hash:  234546448 Flow Vqueue:  4510 Flow Cost:  410
789 Flow Hash:  234546448 Flow Vqueue:  410 Flow Cost:  410
799 Flow Hash:  234546448 Flow Vqueue:  820 Flow Cost:  410
803 Flow Hash:  234546448 Flow Vqueue:  1230 Flow Cost:  410
809 Flow Hash:  234546448 Flow Vqueue:  1640 Flow Cost:  410
825 Flow Hash:  234546448 Flow Vqueue:  2050 Flow Cost:  410
844 Flow Hash:  234546448 Flow Vqueue:  2460 Flow Cost:  410
878 Flow Hash:  234546448 Flow Vqueue:  2870 Flow Cost:  410
880 Flow Hash:  234546448 Flow Vqueue:  3280 Flow Cost:  410
914 Flow Hash:  234546448 Flow Vqueue:  3690 Flow Cost:  410
924 Flow Hash:  234546448 Flow Vqueue:  4100 Flow Cost:  410
969 Flow Hash:  234546448 Flow Vqueue:  4510 Flow Cost:  410
975 Flow Hash:  234546448 Flow Vqueue:  4510 Flow Cost:  410
981 Flow Hash:  234546448 Flow Vqueue:  4510 Flow Cost:  410
986 Flow Hash:  234546448 Flow Vqueue:  4510 Flow Cost:  410
1013 Flow Hash:  234546448 Flow Vqueue:  410 Flow Cost:  410
1017 Flow Hash:  234546448 Flow Vqueue:  820 Flow Cost:  410
1054 Flow Hash:  234546448 Flow Vqueue:  1230 Flow Cost:  410
1057 Flow Hash:  234546448 Flow Vqueue:  1640 Flow Cost:  410
1065 Flow Hash:  234546448 Flow Vqueue:  2050 Flow Cost:  410
1078 Flow Hash:  234546448 Flow Vqueue:  2460 Flow Cost:  410
1081 Flow Hash:  234546448 Flow Vqueue:  2870 Flow Cost:  410
1099 Flow Hash:  234546448 Flow Vqueue:  3280 Flow Cost:  410
1149 Flow Hash:  234546448 Flow Vqueue:  3690 Flow Cost:  410
1164 Flow Hash:  234546448 Flow Vqueue:  4100 Flow Cost:  410
1211 Flow Hash:  234546448 Flow Vqueue:  4510 Flow Cost:  410
1236 Flow Hash:  234546448 Flow Vqueue:  4510 Flow Cost:  410
1266 Flow Hash:  234546448 Flow Vqueue:  410 Flow Cost:  410
1279 Flow Hash:  234546448 Flow Vqueue:  820 Flow Cost:  410
1301 Flow Hash:  234546448 Flow Vqueue:  1230 Flow Cost:  410
1313 Flow Hash:  234546448 Flow Vqueue:  1640 Flow Cost:  410
1317 Flow Hash:  234546448 Flow Vqueue:  2050 Flow Cost:  410
