ALPHA	IP4			IP6			PerPacketIP4		PerPacketIP6
0.1	5485808648.84042	5539093535.15958	2995.79757228197	3381.85741682693
0.2	5669829319.59007	5846173708.40993	1386.41006294786	1708.91183271108
0.3	5815453086.254		6016851581.746		864.302079729853	999.497096494133
0.4	5918311736.58905	6200437387.41095	580.270843826932	677.104262923638
0.5	5591790685.24095	5948013882.75905	445.842690991061	525.821727822389
0.6	6291037883.09507	6743454112.90493	404.664691432974	486.496263249326
0.7	6451034845.31188	6971892870.68812	350.174828374652	426.776856040367
0.9	6898081701.44439	7549115482.55561	283.61278200469		352.541556563006
1.0	7253355428.36759	9122831179.63241	201.101978975173	256.918218644644
