14 Flow Hash:  79521488 Flow Vqueue:  1110 Flow Cost:  370
16 Flow Hash:  79521488 Flow Vqueue:  1480 Flow Cost:  370
50 Flow Hash:  79521488 Flow Vqueue:  1850 Flow Cost:  370
64 Flow Hash:  79521488 Flow Vqueue:  2220 Flow Cost:  370
68 Flow Hash:  79521488 Flow Vqueue:  2590 Flow Cost:  370
69 Flow Hash:  79521488 Flow Vqueue:  2960 Flow Cost:  370
74 Flow Hash:  79521488 Flow Vqueue:  3330 Flow Cost:  370
101 Flow Hash:  79521488 Flow Vqueue:  3700 Flow Cost:  370
106 Flow Hash:  79521488 Flow Vqueue:  4070 Flow Cost:  370
120 Flow Hash:  79521488 Flow Vqueue:  4440 Flow Cost:  370
137 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
146 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
170 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
180 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
189 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
191 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
200 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
209 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
212 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
214 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
247 Flow Hash:  79521488 Flow Vqueue:  370 Flow Cost:  370
254 Flow Hash:  79521488 Flow Vqueue:  740 Flow Cost:  370
257 Flow Hash:  79521488 Flow Vqueue:  1110 Flow Cost:  370
277 Flow Hash:  79521488 Flow Vqueue:  1480 Flow Cost:  370
280 Flow Hash:  79521488 Flow Vqueue:  1850 Flow Cost:  370
300 Flow Hash:  79521488 Flow Vqueue:  2220 Flow Cost:  370
311 Flow Hash:  79521488 Flow Vqueue:  2590 Flow Cost:  370
319 Flow Hash:  79521488 Flow Vqueue:  2960 Flow Cost:  370
329 Flow Hash:  79521488 Flow Vqueue:  3330 Flow Cost:  370
335 Flow Hash:  79521488 Flow Vqueue:  3700 Flow Cost:  370
339 Flow Hash:  79521488 Flow Vqueue:  4070 Flow Cost:  370
344 Flow Hash:  79521488 Flow Vqueue:  4440 Flow Cost:  370
428 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
446 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
458 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
459 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
483 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
540 Flow Hash:  79521488 Flow Vqueue:  370 Flow Cost:  370
542 Flow Hash:  79521488 Flow Vqueue:  740 Flow Cost:  370
543 Flow Hash:  79521488 Flow Vqueue:  1110 Flow Cost:  370
571 Flow Hash:  79521488 Flow Vqueue:  1480 Flow Cost:  370
575 Flow Hash:  79521488 Flow Vqueue:  1850 Flow Cost:  370
617 Flow Hash:  79521488 Flow Vqueue:  2220 Flow Cost:  370
618 Flow Hash:  79521488 Flow Vqueue:  2590 Flow Cost:  370
647 Flow Hash:  79521488 Flow Vqueue:  2960 Flow Cost:  370
650 Flow Hash:  79521488 Flow Vqueue:  3330 Flow Cost:  370
665 Flow Hash:  79521488 Flow Vqueue:  3700 Flow Cost:  370
695 Flow Hash:  79521488 Flow Vqueue:  4070 Flow Cost:  370
697 Flow Hash:  79521488 Flow Vqueue:  4440 Flow Cost:  370
705 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
725 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
729 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
760 Flow Hash:  79521488 Flow Vqueue:  370 Flow Cost:  370
763 Flow Hash:  79521488 Flow Vqueue:  740 Flow Cost:  370
769 Flow Hash:  79521488 Flow Vqueue:  1110 Flow Cost:  370
788 Flow Hash:  79521488 Flow Vqueue:  1480 Flow Cost:  370
802 Flow Hash:  79521488 Flow Vqueue:  1850 Flow Cost:  370
813 Flow Hash:  79521488 Flow Vqueue:  2220 Flow Cost:  370
838 Flow Hash:  79521488 Flow Vqueue:  2590 Flow Cost:  370
879 Flow Hash:  79521488 Flow Vqueue:  2960 Flow Cost:  370
915 Flow Hash:  79521488 Flow Vqueue:  3330 Flow Cost:  370
925 Flow Hash:  79521488 Flow Vqueue:  3700 Flow Cost:  370
956 Flow Hash:  79521488 Flow Vqueue:  4070 Flow Cost:  370
971 Flow Hash:  79521488 Flow Vqueue:  4440 Flow Cost:  370
978 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
982 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
994 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
1001 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
1014 Flow Hash:  79521488 Flow Vqueue:  370 Flow Cost:  370
1021 Flow Hash:  79521488 Flow Vqueue:  740 Flow Cost:  370
1036 Flow Hash:  79521488 Flow Vqueue:  1110 Flow Cost:  370
1058 Flow Hash:  79521488 Flow Vqueue:  1480 Flow Cost:  370
1074 Flow Hash:  79521488 Flow Vqueue:  1850 Flow Cost:  370
1075 Flow Hash:  79521488 Flow Vqueue:  2220 Flow Cost:  370
1106 Flow Hash:  79521488 Flow Vqueue:  2590 Flow Cost:  370
1117 Flow Hash:  79521488 Flow Vqueue:  2960 Flow Cost:  370
1119 Flow Hash:  79521488 Flow Vqueue:  3330 Flow Cost:  370
1147 Flow Hash:  79521488 Flow Vqueue:  3700 Flow Cost:  370
1156 Flow Hash:  79521488 Flow Vqueue:  4070 Flow Cost:  370
1213 Flow Hash:  79521488 Flow Vqueue:  4440 Flow Cost:  370
1222 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
1232 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
1238 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
1304 Flow Hash:  79521488 Flow Vqueue:  370 Flow Cost:  370
1314 Flow Hash:  79521488 Flow Vqueue:  740 Flow Cost:  370
1321 Flow Hash:  79521488 Flow Vqueue:  1110 Flow Cost:  370
1323 Flow Hash:  79521488 Flow Vqueue:  1480 Flow Cost:  370
1332 Flow Hash:  79521488 Flow Vqueue:  1850 Flow Cost:  370
1341 Flow Hash:  79521488 Flow Vqueue:  2220 Flow Cost:  370
1344 Flow Hash:  79521488 Flow Vqueue:  2590 Flow Cost:  370
1346 Flow Hash:  79521488 Flow Vqueue:  2960 Flow Cost:  370
1379 Flow Hash:  79521488 Flow Vqueue:  3330 Flow Cost:  370
1386 Flow Hash:  79521488 Flow Vqueue:  3700 Flow Cost:  370
1391 Flow Hash:  79521488 Flow Vqueue:  4070 Flow Cost:  370
1395 Flow Hash:  79521488 Flow Vqueue:  4440 Flow Cost:  370
1416 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
1525 Flow Hash:  79521488 Flow Vqueue:  370 Flow Cost:  370
1548 Flow Hash:  79521488 Flow Vqueue:  740 Flow Cost:  370
1565 Flow Hash:  79521488 Flow Vqueue:  1110 Flow Cost:  370
1576 Flow Hash:  79521488 Flow Vqueue:  1480 Flow Cost:  370
1577 Flow Hash:  79521488 Flow Vqueue:  1850 Flow Cost:  370
1601 Flow Hash:  79521488 Flow Vqueue:  2220 Flow Cost:  370
1685 Flow Hash:  79521488 Flow Vqueue:  2590 Flow Cost:  370
1691 Flow Hash:  79521488 Flow Vqueue:  2960 Flow Cost:  370
1693 Flow Hash:  79521488 Flow Vqueue:  3330 Flow Cost:  370
1708 Flow Hash:  79521488 Flow Vqueue:  3700 Flow Cost:  370
1765 Flow Hash:  79521488 Flow Vqueue:  4070 Flow Cost:  370
1783 Flow Hash:  79521488 Flow Vqueue:  370 Flow Cost:  370
1797 Flow Hash:  79521488 Flow Vqueue:  740 Flow Cost:  370
1822 Flow Hash:  79521488 Flow Vqueue:  1110 Flow Cost:  370
1826 Flow Hash:  79521488 Flow Vqueue:  1480 Flow Cost:  370
1857 Flow Hash:  79521488 Flow Vqueue:  1850 Flow Cost:  370
1860 Flow Hash:  79521488 Flow Vqueue:  2220 Flow Cost:  370
1904 Flow Hash:  79521488 Flow Vqueue:  2590 Flow Cost:  370
1932 Flow Hash:  79521488 Flow Vqueue:  2960 Flow Cost:  370
1934 Flow Hash:  79521488 Flow Vqueue:  3330 Flow Cost:  370
1991 Flow Hash:  79521488 Flow Vqueue:  3700 Flow Cost:  370
2008 Flow Hash:  79521488 Flow Vqueue:  4070 Flow Cost:  370
2016 Flow Hash:  79521488 Flow Vqueue:  4440 Flow Cost:  370
2020 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
2045 Flow Hash:  79521488 Flow Vqueue:  370 Flow Cost:  370
2047 Flow Hash:  79521488 Flow Vqueue:  740 Flow Cost:  370
2048 Flow Hash:  79521488 Flow Vqueue:  1110 Flow Cost:  370
2054 Flow Hash:  79521488 Flow Vqueue:  1480 Flow Cost:  370
2064 Flow Hash:  79521488 Flow Vqueue:  1850 Flow Cost:  370
2071 Flow Hash:  79521488 Flow Vqueue:  2220 Flow Cost:  370
2090 Flow Hash:  79521488 Flow Vqueue:  2590 Flow Cost:  370
2096 Flow Hash:  79521488 Flow Vqueue:  2960 Flow Cost:  370
2129 Flow Hash:  79521488 Flow Vqueue:  3330 Flow Cost:  370
2142 Flow Hash:  79521488 Flow Vqueue:  3700 Flow Cost:  370
2145 Flow Hash:  79521488 Flow Vqueue:  4070 Flow Cost:  370
2177 Flow Hash:  79521488 Flow Vqueue:  4440 Flow Cost:  370
2196 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
2208 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
2211 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
2223 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
2239 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
2242 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
2285 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
2318 Flow Hash:  79521488 Flow Vqueue:  370 Flow Cost:  370
2324 Flow Hash:  79521488 Flow Vqueue:  740 Flow Cost:  370
2397 Flow Hash:  79521488 Flow Vqueue:  1110 Flow Cost:  370
2398 Flow Hash:  79521488 Flow Vqueue:  1480 Flow Cost:  370
2428 Flow Hash:  79521488 Flow Vqueue:  1850 Flow Cost:  370
2437 Flow Hash:  79521488 Flow Vqueue:  2220 Flow Cost:  370
2468 Flow Hash:  79521488 Flow Vqueue:  2590 Flow Cost:  370
2501 Flow Hash:  79521488 Flow Vqueue:  2960 Flow Cost:  370
2505 Flow Hash:  79521488 Flow Vqueue:  3330 Flow Cost:  370
2520 Flow Hash:  79521488 Flow Vqueue:  3700 Flow Cost:  370
2535 Flow Hash:  79521488 Flow Vqueue:  4070 Flow Cost:  370
2537 Flow Hash:  79521488 Flow Vqueue:  4440 Flow Cost:  370
2553 Flow Hash:  79521488 Flow Vqueue:  370 Flow Cost:  370
2608 Flow Hash:  79521488 Flow Vqueue:  740 Flow Cost:  370
2683 Flow Hash:  79521488 Flow Vqueue:  1110 Flow Cost:  370
2692 Flow Hash:  79521488 Flow Vqueue:  1480 Flow Cost:  370
2700 Flow Hash:  79521488 Flow Vqueue:  1850 Flow Cost:  370
2706 Flow Hash:  79521488 Flow Vqueue:  2220 Flow Cost:  370
2725 Flow Hash:  79521488 Flow Vqueue:  2590 Flow Cost:  370
2738 Flow Hash:  79521488 Flow Vqueue:  2960 Flow Cost:  370
2764 Flow Hash:  79521488 Flow Vqueue:  3330 Flow Cost:  370
2775 Flow Hash:  79521488 Flow Vqueue:  3700 Flow Cost:  370
2800 Flow Hash:  79521488 Flow Vqueue:  370 Flow Cost:  370
2851 Flow Hash:  79521488 Flow Vqueue:  740 Flow Cost:  370
2869 Flow Hash:  79521488 Flow Vqueue:  1110 Flow Cost:  370
2885 Flow Hash:  79521488 Flow Vqueue:  1480 Flow Cost:  370
2929 Flow Hash:  79521488 Flow Vqueue:  1850 Flow Cost:  370
2957 Flow Hash:  79521488 Flow Vqueue:  2220 Flow Cost:  370
2974 Flow Hash:  79521488 Flow Vqueue:  2590 Flow Cost:  370
2995 Flow Hash:  79521488 Flow Vqueue:  2960 Flow Cost:  370
3013 Flow Hash:  79521488 Flow Vqueue:  3330 Flow Cost:  370
3016 Flow Hash:  79521488 Flow Vqueue:  3700 Flow Cost:  370
3018 Flow Hash:  79521488 Flow Vqueue:  4070 Flow Cost:  370
3041 Flow Hash:  79521488 Flow Vqueue:  4440 Flow Cost:  370
3062 Flow Hash:  79521488 Flow Vqueue:  370 Flow Cost:  370
3083 Flow Hash:  79521488 Flow Vqueue:  740 Flow Cost:  370
3098 Flow Hash:  79521488 Flow Vqueue:  1110 Flow Cost:  370
3106 Flow Hash:  79521488 Flow Vqueue:  1480 Flow Cost:  370
3110 Flow Hash:  79521488 Flow Vqueue:  1850 Flow Cost:  370
3133 Flow Hash:  79521488 Flow Vqueue:  2220 Flow Cost:  370
3135 Flow Hash:  79521488 Flow Vqueue:  2590 Flow Cost:  370
3139 Flow Hash:  79521488 Flow Vqueue:  2960 Flow Cost:  370
3140 Flow Hash:  79521488 Flow Vqueue:  3330 Flow Cost:  370
3146 Flow Hash:  79521488 Flow Vqueue:  3700 Flow Cost:  370
3150 Flow Hash:  79521488 Flow Vqueue:  4070 Flow Cost:  370
3164 Flow Hash:  79521488 Flow Vqueue:  4440 Flow Cost:  370
3172 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
3175 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
3196 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
3213 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
3215 Flow Hash:  79521488 Flow Vqueue:  4810 Flow Cost:  370
