TenGigabitEthernet84/0/1-outpu   active             306252        52507440               0    457582760.00          171.45
TenGigabitEthernet84/0/1-tx      active             306252        52507440               0   4037071556.00          171.45
dpdk-input                       polling            648081        78400704               0  11000817616.00          120.97
error-drop                       active             178934        25893264               0    996013768.00          144.71
interface-output                 active             240097        15328624               0    259412268.00           63.84
ip4-input-no-checksum            active             193474        37178816               0   1078842496.00          192.16
ip4-load-balance                 active             193474        37178816               0    717418768.00          192.16
ip4-lookup                       active             193474        37178816               0   1084612672.00          192.16
ip4-rewrite                      active             193474        37178816               0   1121677100.00          192.16
ip6-input                        active             240097        15328624               0    584290716.00           63.84
ip6-lookup                       active             240097        15328624               0   4388047900.00           63.84
ip6-rewrite                      active             240097        15328624               0    644287744.00           63.84

